,Gold,Crude Oil,Fed Funds Rate
2016-10-25,1271.9000244140625,49.959999084472656,0.41
2016-10-26,1264.800048828125,49.18000030517578,0.41
2016-10-27,1267.9000244140625,49.720001220703125,0.41
2016-10-28,1275.5,48.70000076293945,0.41
2016-10-31,1271.5,46.86000061035156,0.31
2016-11-01,1286.4000244140625,46.66999816894531,0.41
2016-11-02,1306.800048828125,45.34000015258789,0.41
2016-11-03,1302.0999755859375,44.65999984741211,0.41
2016-11-04,1303.300048828125,44.06999969482422,0.41
2016-11-07,1278.300048828125,44.88999938964844,0.41
2016-11-08,1273.4000244140625,44.97999954223633,0.41
2016-11-09,1272.5999755859375,45.27000045776367,0.41
2016-11-10,1265.5,44.65999984741211,0.41
2016-11-14,1221.199951171875,43.31999969482422,0.41
2016-11-15,1224.0,45.810001373291016,0.41
2016-11-16,1223.4000244140625,45.56999969482422,0.41
2016-11-17,1216.5,45.41999816894531,0.41
2016-11-18,1208.5,45.689998626708984,0.41
2016-11-21,1209.5999755859375,47.4900016784668,0.41
2016-11-22,1211.0,48.029998779296875,0.41
2016-11-23,1189.0999755859375,47.959999084472656,0.41
2016-11-25,1178.199951171875,46.060001373291016,0.41
2016-11-28,1190.5999755859375,47.08000183105469,0.41
2016-11-29,1187.9000244140625,45.22999954223633,0.41
2016-11-30,1170.800048828125,49.439998626708984,0.31
2016-12-01,1166.9000244140625,51.060001373291016,0.41
2016-12-02,1175.0999755859375,51.68000030517578,0.41
2016-12-05,1174.0,51.790000915527344,0.41
2016-12-06,1167.5999755859375,50.93000030517578,0.41
2016-12-07,1175.0,49.77000045776367,0.41
2016-12-08,1169.800048828125,50.84000015258789,0.41
2016-12-09,1159.4000244140625,51.5,0.41
2016-12-12,1163.5,52.83000183105469,0.41
2016-12-13,1156.699951171875,52.97999954223633,0.41
2016-12-14,1161.300048828125,51.040000915527344,0.41
2016-12-15,1127.800048828125,50.900001525878906,0.66
2016-12-16,1135.300048828125,51.900001525878906,0.66
2016-12-19,1140.5,52.119998931884766,0.66
2016-12-20,1131.5,52.22999954223633,0.66
2016-12-21,1131.0999755859375,52.4900016784668,0.66
2016-12-22,1128.800048828125,52.95000076293945,0.66
2016-12-23,1131.9000244140625,53.02000045776367,0.66
2016-12-27,1137.300048828125,53.900001525878906,0.66
2016-12-28,1139.4000244140625,54.060001373291016,0.66
2016-12-29,1156.4000244140625,53.77000045776367,0.66
2016-12-30,1150.0,53.720001220703125,0.55
2017-01-03,1160.4000244140625,52.33000183105469,0.66
2017-01-04,1163.800048828125,53.2599983215332,0.66
2017-01-05,1179.699951171875,53.7599983215332,0.66
2017-01-06,1171.9000244140625,53.9900016784668,0.66
2017-01-09,1183.5,51.959999084472656,0.66
2017-01-10,1184.199951171875,50.81999969482422,0.66
2017-01-11,1195.5999755859375,52.25,0.66
2017-01-12,1198.9000244140625,53.0099983215332,0.66
2017-01-13,1195.300048828125,52.369998931884766,0.66
2017-01-17,1212.0,52.47999954223633,0.66
2017-01-18,1211.300048828125,51.08000183105469,0.66
2017-01-19,1200.9000244140625,51.369998931884766,0.66
2017-01-20,1204.300048828125,52.41999816894531,0.66
2017-01-23,1215.0,52.75,0.66
2017-01-24,1210.300048828125,53.18000030517578,0.66
2017-01-25,1197.300048828125,52.75,0.66
2017-01-26,1189.5,53.779998779296875,0.66
2017-01-27,1188.0999755859375,53.16999816894531,0.66
2017-01-30,1193.199951171875,52.630001068115234,0.66
2017-01-31,1208.5999755859375,52.810001373291016,0.56
2017-02-01,1205.5999755859375,53.880001068115234,0.66
2017-02-02,1216.699951171875,53.540000915527344,0.66
2017-02-03,1218.5,53.83000183105469,0.66
2017-02-06,1230.0,53.0099983215332,0.66
2017-02-07,1234.199951171875,52.16999816894531,0.66
2017-02-08,1237.5999755859375,52.34000015258789,0.66
2017-02-09,1235.0999755859375,53.0,0.66
2017-02-10,1234.4000244140625,53.86000061035156,0.66
2017-02-13,1224.4000244140625,52.93000030517578,0.66
2017-02-14,1223.9000244140625,53.20000076293945,0.66
2017-02-15,1231.699951171875,53.11000061035156,0.66
2017-02-16,1240.0,53.36000061035156,0.66
2017-02-17,1237.5999755859375,53.400001525878906,0.66
2017-02-21,1237.5,54.060001373291016,0.66
2017-02-22,1232.0,53.59000015258789,0.66
2017-02-23,1250.199951171875,54.45000076293945,0.66
2017-02-24,1256.9000244140625,53.9900016784668,0.66
2017-02-27,1257.4000244140625,54.04999923706055,0.66
2017-02-28,1252.5999755859375,54.0099983215332,0.57
2017-03-01,1248.9000244140625,53.83000183105469,0.66
2017-03-02,1231.9000244140625,52.61000061035156,0.66
2017-03-03,1225.5,53.33000183105469,0.66
2017-03-06,1224.5,53.20000076293945,0.66
2017-03-07,1215.0999755859375,53.13999938964844,0.66
2017-03-08,1208.5,50.279998779296875,0.66
2017-03-09,1202.4000244140625,49.279998779296875,0.66
2017-03-10,1200.699951171875,48.4900016784668,0.66
2017-03-13,1202.4000244140625,48.400001525878906,0.66
2017-03-14,1201.9000244140625,47.720001220703125,0.66
2017-03-15,1200.0999755859375,48.86000061035156,0.66
2017-03-16,1226.5,48.75,0.91
2017-03-17,1229.800048828125,48.779998779296875,0.91
2017-03-20,1233.5999755859375,48.220001220703125,0.91
2017-03-21,1246.0999755859375,47.34000015258789,0.91
2017-03-22,1249.300048828125,48.040000915527344,0.91
2017-03-23,1246.9000244140625,47.70000076293945,0.91
2017-03-24,1248.199951171875,47.970001220703125,0.91
2017-03-27,1255.4000244140625,47.72999954223633,0.91
2017-03-28,1255.300048828125,48.369998931884766,0.91
2017-03-29,1253.4000244140625,49.5099983215332,0.91
2017-03-30,1245.0,50.349998474121094,0.91
2017-03-31,1247.300048828125,50.599998474121094,0.82
2017-04-03,1250.800048828125,50.2400016784668,0.91
2017-04-04,1255.0,51.029998779296875,0.91
2017-04-05,1245.4000244140625,51.150001525878906,0.91
2017-04-06,1250.300048828125,51.70000076293945,0.91
2017-04-07,1254.300048828125,52.2400016784668,0.91
2017-04-10,1251.0999755859375,53.08000183105469,0.91
2017-04-11,1271.199951171875,53.400001525878906,0.91
2017-04-12,1275.300048828125,53.11000061035156,0.91
2017-04-13,1285.9000244140625,53.18000030517578,0.91
2017-04-17,1289.4000244140625,52.650001525878906,0.91
2017-04-18,1291.699951171875,52.40999984741211,0.91
2017-04-19,1281.4000244140625,50.439998626708984,0.91
2017-04-20,1281.9000244140625,50.27000045776367,0.91
2017-04-21,1287.4000244140625,49.619998931884766,0.91
2017-04-24,1275.800048828125,49.22999954223633,0.91
2017-04-25,1265.5999755859375,49.560001373291016,0.91
2017-04-26,1262.0999755859375,49.619998931884766,0.91
2017-04-27,1263.699951171875,48.970001220703125,0.91
2017-04-28,1266.0999755859375,49.33000183105469,0.83
2017-05-01,1253.300048828125,48.84000015258789,0.91
2017-05-02,1255.0999755859375,47.65999984741211,0.91
2017-05-03,1246.4000244140625,47.81999969482422,0.91
2017-05-04,1226.5,45.52000045776367,0.91
2017-05-05,1224.800048828125,46.220001220703125,0.91
2017-05-08,1225.300048828125,46.43000030517578,0.91
2017-05-09,1214.300048828125,45.880001068115234,0.91
2017-05-10,1217.300048828125,47.33000183105469,0.91
2017-05-11,1222.699951171875,47.83000183105469,0.91
2017-05-12,1226.199951171875,47.84000015258789,0.91
2017-05-15,1228.5999755859375,48.849998474121094,0.91
2017-05-16,1235.0,48.65999984741211,0.91
2017-05-17,1257.5,49.06999969482422,0.91
2017-05-18,1251.699951171875,49.349998474121094,0.91
2017-05-19,1252.699951171875,50.33000183105469,0.91
2017-05-22,1260.699951171875,50.72999954223633,0.91
2017-05-23,1254.800048828125,51.470001220703125,0.91
2017-05-24,1252.4000244140625,51.36000061035156,0.91
2017-05-25,1255.800048828125,48.900001525878906,0.91
2017-05-26,1267.5999755859375,49.79999923706055,0.91
2017-05-30,1262.0999755859375,49.65999984741211,0.91
2017-05-31,1272.0,48.31999969482422,0.83
2017-06-01,1267.0,48.36000061035156,0.91
2017-06-02,1276.800048828125,47.65999984741211,0.91
2017-06-05,1279.300048828125,47.400001525878906,0.91
2017-06-06,1294.4000244140625,48.189998626708984,0.91
2017-06-07,1290.0999755859375,45.720001220703125,0.91
2017-06-08,1276.300048828125,45.63999938964844,0.91
2017-06-09,1268.5,45.83000183105469,0.91
2017-06-12,1266.0999755859375,46.08000183105469,0.91
2017-06-13,1265.800048828125,46.459999084472656,0.91
2017-06-14,1272.800048828125,44.72999954223633,0.91
2017-06-15,1252.199951171875,44.459999084472656,1.16
2017-06-16,1254.0,44.7400016784668,1.16
2017-06-19,1244.199951171875,44.20000076293945,1.16
2017-06-20,1241.0,43.22999954223633,1.16
2017-06-21,1243.4000244140625,42.529998779296875,1.16
2017-06-22,1247.5999755859375,42.7400016784668,1.16
2017-06-23,1256.199951171875,43.0099983215332,1.16
2017-06-26,1246.300048828125,43.380001068115234,1.16
2017-06-27,1246.4000244140625,44.2400016784668,1.16
2017-06-28,1248.0,44.7400016784668,1.16
2017-06-29,1244.199951171875,44.93000030517578,1.16
2017-06-30,1240.699951171875,46.040000915527344,1.06
2017-07-03,1217.9000244140625,47.06999969482422,1.16
2017-07-05,1220.4000244140625,45.130001068115234,1.16
2017-07-06,1222.199951171875,45.52000045776367,1.16
2017-07-07,1208.5999755859375,44.22999954223633,1.16
2017-07-10,1212.0999755859375,44.400001525878906,1.16
2017-07-11,1213.5999755859375,45.040000915527344,1.16
2017-07-12,1218.0999755859375,45.4900016784668,1.16
2017-07-13,1216.300048828125,46.08000183105469,1.16
2017-07-14,1226.5999755859375,46.540000915527344,1.16
2017-07-17,1232.800048828125,46.02000045776367,1.16
2017-07-18,1241.0999755859375,46.400001525878906,1.16
2017-07-19,1241.199951171875,47.119998931884766,1.16
2017-07-20,1244.800048828125,46.790000915527344,1.16
2017-07-21,1254.300048828125,45.77000045776367,1.16
2017-07-24,1253.9000244140625,46.34000015258789,1.16
2017-07-25,1251.699951171875,47.88999938964844,1.16
2017-07-26,1249.0,48.75,1.16
2017-07-27,1259.5999755859375,49.040000915527344,1.16
2017-07-28,1268.4000244140625,49.709999084472656,1.16
2017-07-31,1266.5999755859375,50.16999816894531,1.07
2017-08-01,1272.5999755859375,49.15999984741211,1.16
2017-08-02,1271.800048828125,49.59000015258789,1.16
2017-08-03,1267.800048828125,49.029998779296875,1.16
2017-08-04,1258.300048828125,49.58000183105469,1.16
2017-08-07,1258.199951171875,49.38999938964844,1.16
2017-08-08,1256.4000244140625,49.16999816894531,1.16
2017-08-09,1273.0,49.560001373291016,1.16
2017-08-10,1283.699951171875,48.59000015258789,1.16
2017-08-11,1287.699951171875,48.81999969482422,1.16
2017-08-14,1284.199951171875,47.59000015258789,1.16
2017-08-15,1273.699951171875,47.54999923706055,1.16
2017-08-16,1276.9000244140625,46.779998779296875,1.16
2017-08-17,1286.4000244140625,47.09000015258789,1.16
2017-08-18,1285.699951171875,48.5099983215332,1.16
2017-08-21,1290.800048828125,47.369998931884766,1.16
2017-08-22,1285.0999755859375,47.63999938964844,1.16
2017-08-23,1288.9000244140625,48.40999984741211,1.16
2017-08-24,1286.5,47.43000030517578,1.16
2017-08-25,1292.5,47.869998931884766,1.16
2017-08-28,1309.699951171875,46.56999969482422,1.16
2017-08-29,1313.0999755859375,46.439998626708984,1.16
2017-08-30,1308.0999755859375,45.959999084472656,1.16
2017-08-31,1316.199951171875,47.22999954223633,1.07
2017-09-01,1324.5,47.290000915527344,1.16
2017-09-05,1339.199951171875,48.65999984741211,1.16
2017-09-06,1333.9000244140625,49.15999984741211,1.16
2017-09-07,1345.0999755859375,49.09000015258789,1.16
2017-09-08,1346.0,47.47999954223633,1.16
2017-09-11,1331.0,48.06999969482422,1.16
2017-09-12,1328.0,48.22999954223633,1.16
2017-09-13,1323.4000244140625,49.29999923706055,1.16
2017-09-14,1324.699951171875,49.88999938964844,1.16
2017-09-15,1320.4000244140625,49.88999938964844,1.16
2017-09-18,1306.300048828125,49.90999984741211,1.16
2017-09-19,1306.199951171875,49.47999954223633,1.16
2017-09-20,1312.0,50.40999984741211,1.16
2017-09-21,1290.5999755859375,50.54999923706055,1.16
2017-09-22,1293.300048828125,50.65999984741211,1.16
2017-09-25,1306.800048828125,52.220001220703125,1.16
2017-09-26,1297.0,51.880001068115234,1.16
2017-09-27,1283.4000244140625,52.13999938964844,1.16
2017-09-28,1285.5,51.560001373291016,1.16
2017-09-29,1281.5,51.66999816894531,1.06
2017-10-02,1272.699951171875,50.58000183105469,1.16
2017-10-03,1271.5,50.41999816894531,1.16
2017-10-04,1273.699951171875,49.97999954223633,1.16
2017-10-05,1269.9000244140625,50.790000915527344,1.16
2017-10-06,1271.5999755859375,49.290000915527344,1.16
2017-10-09,1281.800048828125,49.58000183105469,1.16
2017-10-10,1290.5999755859375,50.91999816894531,1.16
2017-10-11,1285.800048828125,51.29999923706055,1.16
2017-10-12,1293.300048828125,50.599998474121094,1.16
2017-10-13,1301.5,51.45000076293945,1.16
2017-10-16,1299.9000244140625,51.869998931884766,1.16
2017-10-17,1283.0,51.880001068115234,1.16
2017-10-18,1279.9000244140625,52.040000915527344,1.16
2017-10-19,1286.9000244140625,51.290000915527344,1.16
2017-10-20,1277.4000244140625,51.470001220703125,1.16
2017-10-23,1277.699951171875,51.900001525878906,1.16
2017-10-24,1275.0,52.470001220703125,1.16
2017-10-25,1275.4000244140625,52.18000030517578,1.16
2017-10-26,1266.300048828125,52.63999938964844,1.16
2017-10-27,1268.5,53.900001525878906,1.16
2017-10-30,1274.0999755859375,54.150001525878906,1.16
2017-10-31,1267.0,54.380001068115234,1.07
2017-11-01,1274.0999755859375,54.29999923706055,1.16
2017-11-02,1274.9000244140625,54.540000915527344,1.16
2017-11-03,1266.5,55.63999938964844,1.16
2017-11-06,1279.4000244140625,57.349998474121094,1.16
2017-11-07,1273.699951171875,57.20000076293945,1.16
2017-11-08,1281.5999755859375,56.810001373291016,1.16
2017-11-09,1285.5999755859375,57.16999816894531,1.16
2017-11-10,1272.4000244140625,56.7400016784668,1.16
2017-11-13,1277.300048828125,56.7599983215332,1.16
2017-11-14,1281.5,55.70000076293945,1.16
2017-11-15,1276.5,55.33000183105469,1.16
2017-11-16,1277.4000244140625,55.13999938964844,1.16
2017-11-17,1295.800048828125,56.54999923706055,1.16
2017-11-20,1274.5999755859375,56.09000015258789,1.16
2017-11-21,1281.0999755859375,56.83000183105469,1.16
2017-11-22,1291.5999755859375,58.02000045776367,1.16
2017-11-24,1286.699951171875,58.95000076293945,1.16
2017-11-27,1293.800048828125,58.11000061035156,1.16
2017-11-28,1294.699951171875,57.9900016784668,1.16
2017-11-29,1282.0999755859375,57.29999923706055,1.16
2017-11-30,1273.199951171875,57.400001525878906,1.07
2017-12-01,1278.800048828125,58.36000061035156,1.16
2017-12-04,1274.300048828125,57.470001220703125,1.16
2017-12-05,1261.5999755859375,57.619998931884766,1.16
2017-12-06,1262.800048828125,55.959999084472656,1.16
2017-12-07,1249.800048828125,56.689998626708984,1.16
2017-12-08,1245.199951171875,57.36000061035156,1.16
2017-12-11,1243.699951171875,57.9900016784668,1.16
2017-12-12,1238.5,57.13999938964844,1.17
2017-12-13,1245.4000244140625,56.599998474121094,1.17
2017-12-14,1253.800048828125,57.040000915527344,1.41
2017-12-15,1254.300048828125,57.29999923706055,1.41
2017-12-18,1262.199951171875,57.15999984741211,1.42
2017-12-19,1260.699951171875,57.459999084472656,1.42
2017-12-20,1266.0999755859375,58.09000015258789,1.42
2017-12-21,1267.300048828125,58.36000061035156,1.42
2017-12-22,1275.4000244140625,58.470001220703125,1.42
2017-12-26,1284.0999755859375,59.970001220703125,1.42
2017-12-27,1287.0,59.63999938964844,1.42
2017-12-28,1294.0999755859375,59.84000015258789,1.42
2017-12-29,1306.300048828125,60.41999816894531,1.33
2018-01-02,1313.699951171875,60.369998931884766,1.42
2018-01-03,1316.199951171875,61.630001068115234,1.42
2018-01-04,1319.4000244140625,62.0099983215332,1.42
2018-01-05,1320.300048828125,61.439998626708984,1.42
2018-01-08,1318.5999755859375,61.72999954223633,1.42
2018-01-09,1311.699951171875,62.959999084472656,1.42
2018-01-10,1317.4000244140625,63.56999969482422,1.42
2018-01-11,1320.5999755859375,63.79999923706055,1.42
2018-01-12,1333.4000244140625,64.30000305175781,1.42
2018-01-16,1335.4000244140625,63.72999954223633,1.42
2018-01-17,1338.0,63.970001220703125,1.42
2018-01-18,1326.0,63.95000076293945,1.42
2018-01-19,1331.9000244140625,63.369998931884766,1.42
2018-01-22,1330.9000244140625,63.4900016784668,1.42
2018-01-23,1335.699951171875,64.47000122070312,1.42
2018-01-24,1355.9000244140625,65.61000061035156,1.42
2018-01-25,1362.4000244140625,65.51000213623047,1.42
2018-01-26,1351.5999755859375,66.13999938964844,1.42
2018-01-30,1335.4000244140625,64.5,1.42
2018-01-31,1339.0,64.7300033569336,1.34
2018-02-01,1344.300048828125,65.80000305175781,1.42
2018-02-02,1333.699951171875,65.44999694824219,1.42
2018-02-05,1333.0,64.1500015258789,1.42
2018-02-06,1326.0999755859375,63.38999938964844,1.42
2018-02-07,1311.5999755859375,61.790000915527344,1.42
2018-02-08,1316.9000244140625,61.150001525878906,1.42
2018-02-09,1313.0999755859375,59.20000076293945,1.42
2018-02-12,1324.199951171875,59.290000915527344,1.42
2018-02-13,1328.0999755859375,59.189998626708984,1.42
2018-02-14,1355.5,60.599998474121094,1.42
2018-02-15,1352.0999755859375,61.34000015258789,1.42
2018-02-16,1353.199951171875,61.68000030517578,1.42
2018-02-20,1328.800048828125,61.900001525878906,1.42
2018-02-21,1330.0,61.68000030517578,1.42
2018-02-22,1330.5999755859375,62.77000045776367,1.42
2018-02-23,1328.199951171875,63.54999923706055,1.42
2018-02-26,1330.699951171875,63.90999984741211,1.42
2018-02-27,1315.5,63.0099983215332,1.42
2018-02-28,1315.5,61.63999938964844,1.35
2018-03-01,1302.9000244140625,60.9900016784668,1.42
2018-03-02,1321.0999755859375,61.25,1.42
2018-03-05,1318.0999755859375,62.56999969482422,1.42
2018-03-06,1333.5999755859375,62.599998474121094,1.42
2018-03-07,1326.0,61.150001525878906,1.42
2018-03-08,1319.9000244140625,60.119998931884766,1.42
2018-03-09,1322.4000244140625,62.040000915527344,1.42
2018-03-12,1319.4000244140625,61.36000061035156,1.42
2018-03-13,1325.9000244140625,60.709999084472656,1.42
2018-03-14,1324.4000244140625,60.959999084472656,1.42
2018-03-15,1316.800048828125,61.189998626708984,1.43
2018-03-16,1311.300048828125,62.34000015258789,1.43
2018-03-19,1316.800048828125,62.060001373291016,1.43
2018-03-20,1311.0999755859375,63.400001525878906,1.44
2018-03-21,1320.699951171875,65.16999816894531,1.44
2018-03-22,1326.5999755859375,64.30000305175781,1.68
2018-03-23,1349.300048828125,65.87999725341797,1.68
2018-03-26,1354.4000244140625,65.55000305175781,1.68
2018-03-27,1341.300048828125,65.25,1.68
2018-03-28,1324.199951171875,64.37999725341797,1.68
2018-03-29,1322.800048828125,64.94000244140625,1.68
2018-04-02,1342.0999755859375,63.0099983215332,1.68
2018-04-03,1332.800048828125,63.5099983215332,1.69
2018-04-04,1335.800048828125,63.369998931884766,1.69
2018-04-05,1324.300048828125,63.540000915527344,1.69
2018-04-06,1331.9000244140625,62.060001373291016,1.69
2018-04-09,1336.300048828125,63.41999816894531,1.69
2018-04-10,1342.0,65.51000213623047,1.69
2018-04-11,1356.5,66.81999969482422,1.69
2018-04-12,1338.4000244140625,67.06999969482422,1.69
2018-04-13,1344.800048828125,67.38999938964844,1.69
2018-04-16,1347.5,66.22000122070312,1.69
2018-04-17,1347.199951171875,66.5199966430664,1.69
2018-04-18,1351.199951171875,68.47000122070312,1.69
2018-04-19,1346.800048828125,68.29000091552734,1.69
2018-04-20,1336.699951171875,68.37999725341797,1.7
2018-04-23,1322.5,68.63999938964844,1.7
2018-04-24,1331.4000244140625,67.69999694824219,1.7
2018-04-25,1321.199951171875,68.05000305175781,1.7
2018-04-26,1316.300048828125,68.19000244140625,1.7
2018-04-27,1320.300048828125,68.0999984741211,1.7
2018-04-30,1316.199951171875,68.56999969482422,1.69
2018-05-01,1303.800048828125,67.25,1.7
2018-05-02,1302.5999755859375,67.93000030517578,1.7
2018-05-03,1310.699951171875,68.43000030517578,1.7
2018-05-04,1312.699951171875,69.72000122070312,1.7
2018-05-07,1312.199951171875,70.7300033569336,1.7
2018-05-08,1312.0,69.05999755859375,1.7
2018-05-09,1311.300048828125,71.13999938964844,1.7
2018-05-10,1320.800048828125,71.36000061035156,1.7
2018-05-11,1319.0,70.69999694824219,1.7
2018-05-14,1316.5,70.95999908447266,1.7
2018-05-15,1288.9000244140625,71.30999755859375,1.7
2018-05-16,1290.199951171875,71.48999786376953,1.7
2018-05-17,1288.199951171875,71.48999786376953,1.7
2018-05-18,1290.199951171875,71.27999877929688,1.7
2018-05-21,1290.199951171875,72.23999786376953,1.7
2018-05-22,1291.699951171875,72.12999725341797,1.7
2018-05-23,1289.300048828125,71.83999633789062,1.7
2018-05-24,1303.699951171875,70.70999908447266,1.7
2018-05-25,1303.300048828125,67.87999725341797,1.7
2018-05-29,1298.699951171875,66.7300033569336,1.7
2018-05-30,1301.5,68.20999908447266,1.7
2018-05-31,1300.0999755859375,67.04000091552734,1.7
2018-06-01,1294.800048828125,65.80999755859375,1.7
2018-06-04,1293.0999755859375,64.75,1.7
2018-06-05,1297.5,65.5199966430664,1.7
2018-06-06,1297.0999755859375,64.7300033569336,1.7
2018-06-07,1298.699951171875,65.94999694824219,1.7
2018-06-08,1298.0999755859375,65.73999786376953,1.7
2018-06-11,1298.9000244140625,66.0999984741211,1.7
2018-06-12,1295.0999755859375,66.36000061035156,1.7
2018-06-13,1296.9000244140625,66.63999938964844,1.7
2018-06-14,1304.0,66.88999938964844,1.9
2018-06-15,1274.5999755859375,65.05999755859375,1.9
2018-06-18,1276.199951171875,65.8499984741211,1.9
2018-06-19,1275.5999755859375,65.06999969482422,1.91
2018-06-20,1271.199951171875,66.22000122070312,1.92
2018-06-21,1267.199951171875,65.54000091552734,1.92
2018-06-22,1267.4000244140625,68.58000183105469,1.92
2018-06-25,1265.5999755859375,68.08000183105469,1.92
2018-06-26,1256.5999755859375,70.52999877929688,1.92
2018-06-27,1252.800048828125,72.76000213623047,1.91
2018-06-28,1247.800048828125,73.44999694824219,1.91
2018-06-29,1251.300048828125,74.1500015258789,1.91
2018-07-02,1239.800048828125,73.94000244140625,1.91
2018-07-03,1251.5999755859375,74.13999938964844,1.91
2018-07-05,1257.300048828125,72.94000244140625,1.91
2018-07-06,1254.300048828125,73.80000305175781,1.91
2018-07-09,1258.0999755859375,73.8499984741211,1.91
2018-07-10,1253.800048828125,74.11000061035156,1.91
2018-07-11,1242.800048828125,70.37999725341797,1.91
2018-07-12,1245.0,70.33000183105469,1.91
2018-07-13,1239.5999755859375,71.01000213623047,1.91
2018-07-16,1238.0999755859375,68.05999755859375,1.91
2018-07-17,1225.699951171875,68.08000183105469,1.91
2018-07-18,1226.300048828125,68.76000213623047,1.91
2018-07-19,1222.4000244140625,69.45999908447266,1.91
2018-07-20,1229.5,70.45999908447266,1.91
2018-07-23,1224.0,67.88999938964844,1.91
2018-07-24,1223.9000244140625,68.5199966430664,1.91
2018-07-25,1231.4000244140625,69.30000305175781,1.91
2018-07-26,1225.300048828125,69.61000061035156,1.91
2018-07-27,1222.5999755859375,68.69000244140625,1.91
2018-07-30,1221.300048828125,70.12999725341797,1.91
2018-07-31,1223.699951171875,68.76000213623047,1.91
2018-08-01,1217.9000244140625,67.66000366210938,1.91
2018-08-02,1210.5999755859375,68.95999908447266,1.91
2018-08-03,1214.199951171875,68.48999786376953,1.91
2018-08-06,1208.5999755859375,69.01000213623047,1.91
2018-08-07,1209.5999755859375,69.16999816894531,1.91
2018-08-08,1212.5999755859375,66.94000244140625,1.91
2018-08-09,1211.9000244140625,66.80999755859375,1.91
2018-08-10,1211.0999755859375,67.62999725341797,1.91
2018-08-13,1191.300048828125,67.19999694824219,1.91
2018-08-14,1193.0,67.04000091552734,1.91
2018-08-15,1177.5,65.01000213623047,1.91
2018-08-16,1176.199951171875,65.45999908447266,1.92
2018-08-17,1176.5,65.91000366210938,1.92
2018-08-20,1186.800048828125,66.43000030517578,1.92
2018-08-21,1192.5999755859375,67.3499984741211,1.92
